# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.017045263	0.999791	0.010997504	-0.082477845	0.9964041	0.019398771
2.047e-12	-0.03370101	0.9991756	0.022039132	-0.16290244	0.98579574	0.04086186
4.095e-12	-0.06576367	0.99680394	0.044200134	-0.31344983	0.94550323	0.08816379
8.191e-12	-0.12473875	0.98802197	0.08868636	-0.55615807	0.8095329	0.18799841
1.263793167478082e-11	-0.1807963	0.9735006	0.13693804	-0.7243131	0.6283001	0.28390124
1.7242317378093695e-11	-0.2300541	0.9543648	0.1865052	-0.81714606	0.45192015	0.35779154
2.24668209215908e-11	-0.2753495	0.9291738	0.2418927	-0.86362827	0.2907728	0.41176903
2.8574169472591588e-11	-0.31468558	0.89695275	0.3050569	-0.88172925	0.15578449	0.44522947
3.509660290350333e-11	-0.34166807	0.86114514	0.3702141	-0.8868267	0.05969712	0.4581619
4.1801102369096885e-11	-0.35476592	0.82430536	0.43438664	-0.8897767	-0.0059378343	0.45627832
4.88582247775619e-11	-0.35432065	0.7863933	0.49862593	-0.89426875	-0.05441735	0.4441132
5.61542932333825e-11	-0.34044158	0.74839646	0.56130654	-0.90022326	-0.093240805	0.42521444
6.355389274452356e-11	-0.31435385	0.71076316	0.62087363	-0.9062737	-0.12714274	0.40299076
7.11252411421267e-11	-0.27704215	0.6723355	0.67752266	-0.9113344	-0.15897518	0.37960285
7.890805106161088e-11	-0.22943774	0.63163364	0.7310475	-0.91484535	-0.18953821	0.35643047
8.691763663641243e-11	-0.1727368	0.58687633	0.7808952	-0.9167594	-0.21872339	0.33411205
9.515232775023782e-11	-0.10861303	0.53606683	0.82623816	-0.91735655	-0.24625382	0.31263673
1.0359074111722055e-10	-0.03941468	0.47725612	0.8659982	-0.9170257	-0.272003	0.29156125
1.122495465334174e-10	0.03225514	0.40843794	0.89913094	-0.9161073	-0.29617304	0.2701121
1.2120186685298344e-10	0.103697464	0.32752255	0.9245199	-0.9148277	-0.3191447	0.247325
1.3032575173826533e-10	0.17027153	0.23508014	0.940408	-0.91335106	-0.34071028	0.22280118
1.3971583671342685e-10	0.22901252	0.13090622	0.9456125	-0.911739	-0.3610525	0.19572404
1.4939342831048902e-10	0.27676535	0.016803933	0.93874705	-0.9099978	-0.38000432	0.16563496
1.59123738613039e-10	0.3107435	-0.1009005	0.9192955	-0.90811396	-0.39688835	0.13319112
1.687949475432204e-10	0.33143365	-0.21653172	0.8878831	-0.9060078	-0.4114133	0.09907673
1.7863347278331028e-10	0.34179753	-0.32853627	0.8443829	-0.9035046	-0.42383316	0.06299448
1.88275085762669e-10	0.34553406	-0.4293127	0.7915687	-0.9006008	-0.4337217	0.02691311
1.97527205120229e-10	0.3476268	-0.51522446	0.7326191	-0.897344	-0.44117063	-0.007825909
2.0655198013655297e-10	0.35259372	-0.5872197	0.66850835	-0.8937105	-0.44663614	-0.041425996
2.1561445839620808e-10	0.36450005	-0.6465323	0.5987417	-0.88961065	-0.45048302	-0.07467496
2.2465445835088065e-10	0.3867079	-0.6914764	0.5249361	-0.88506615	-0.4528303	-0.10733817
2.3384939467731443e-10	0.422528	-0.7209523	0.44677195	-0.8799484	-0.45381773	-0.14021295
2.431942337420944e-10	0.47409767	-0.7317211	0.36549562	-0.87417513	-0.4534406	-0.17357405
2.522864333955033e-10	0.53879595	-0.72056067	0.28612718	-0.8679366	-0.45168954	-0.20634261
2.6108360479098167e-10	0.6130538	-0.68609536	0.2106904	-0.86128485	-0.4484906	-0.23864251
2.697348414221692e-10	0.69342685	-0.62634224	0.13962983	-0.85420895	-0.44349557	-0.27115953
2.781706168716392e-10	0.7733191	-0.54110205	0.0753229	-0.84699893	-0.4362208	-0.30358833
2.867175876913248e-10	0.8486212	-0.42682007	0.017441237	-0.8398057	-0.42547768	-0.33691987
2.9496087707334496e-10	0.9081553	-0.2915055	-0.029204879	-0.8336575	-0.410693	-0.36893028
3.030781913951566e-10	0.9469596	-0.13827585	-0.06426204	-0.82933664	-0.3904963	-0.39925402
3.1137373222038334e-10	0.960255	0.0318855	-0.0871332	-0.8280545	-0.3625816	-0.4271548
3.192404680793409e-10	0.9450425	0.19757633	-0.09555452	-0.831301	-0.3282061	-0.44803002
3.269340663782756e-10	0.9038849	0.35513592	-0.090833485	-0.84018254	-0.28686166	-0.45960873
3.347812069443994e-10	0.8380877	0.5031297	-0.07305748	-0.8562341	-0.2379241	-0.45788002
3.4271435704575684e-10	0.75278693	0.6329465	-0.042729296	-0.8798417	-0.18461254	-0.43729144
3.506148605790563e-10	0.6564577	0.7381072	-0.0017249046	-0.90915716	-0.13281542	-0.3941148
3.586811237834518e-10	0.55456483	0.8189882	0.04922965	-0.9412302	-0.087610275	-0.32573614
3.6685090638430245e-10	0.45552096	0.87455976	0.10788498	-0.9703529	-0.05519738	-0.23494972
3.746872891010743e-10	0.3703753	0.9055935	0.16864197	-0.99006325	-0.038765542	-0.13464269
3.824490632150707e-10	0.29951525	0.9182266	0.23125157	-0.9987781	-0.034802333	-0.031174961
3.9044787958617317e-10	0.24290517	0.91605204	0.29658082	-0.9964899	-0.038635667	0.07109682
3.9891104861536655e-10	0.20218208	0.9006684	0.36495435	-0.98469925	-0.044731095	0.16661552
4.0714454588258153e-10	0.18121901	0.87571925	0.42938346	-0.9690119	-0.047335405	0.24130374
4.153624794505267e-10	0.1774513	0.842978	0.4905467	-0.9545771	-0.044877052	0.29403573
4.2366859232619925e-10	0.18922575	0.80304164	0.5482647	-0.9454888	-0.04003673	0.32307488
4.316069968027902e-10	0.21303625	0.75883126	0.59884644	-0.9436686	-0.039241355	0.3285534
4.392345898643318e-10	0.24537757	0.71075165	0.64264184	-0.94721067	-0.04819153	0.31681275
4.469505571966834e-10	0.28534254	0.65631545	0.6816208	-0.9530344	-0.070678756	0.29405934
4.550367215972265e-10	0.33258322	0.5927832	0.7161815	-0.9576597	-0.1082246	0.26605773
4.6293850849959853e-10	0.38156712	0.5242532	0.74323565	-0.9580568	-0.15404564	0.24074897
4.708485743481572e-10	0.43101388	0.44957152	0.7632266	-0.95388055	-0.20239462	0.2208018
4.788020238047516e-10	0.47898117	0.3690888	0.7758205	-0.9464329	-0.24749744	0.20675611
4.864301201736757e-10	0.5216544	0.2879439	0.78060824	-0.9382721	-0.2837342	0.19758555
4.934079503174104e-10	0.5568111	0.21157527	0.7786632	-0.9314892	-0.30970883	0.19078594
4.999986974089754e-10	0.58611524	0.13880105	0.7713141	-0.9264747	-0.32845998	0.18366778
5.064216824783587e-10	0.6108983	0.0684836	0.7591193	-0.9230545	-0.34271592	0.17434168
5.12807096791989e-10	0.6320033	0.00035852147	0.7422634	-0.9208032	-0.35466385	0.16155146
5.190302299712407e-10	0.64957	-0.06321426	0.7215452	-0.91917753	-0.3656526	0.14525467
5.251464673721495e-10	0.6644987	-0.12197478	0.69735044	-0.9175563	-0.3767539	0.12575844
5.312417987100061e-10	0.67773783	-0.1759582	0.6697938	-0.91546655	-0.38844147	0.10358305
5.373516603367241e-10	0.6901056	-0.22466701	0.63909435	-0.9126518	-0.40061197	0.07956358
5.434931234950772e-10	0.7023929	-0.2674389	0.60554236	-0.9090755	-0.41282627	0.054646082
5.496451159127972e-10	0.71529126	-0.30340657	0.5696664	-0.9049028	-0.42446437	0.029823426
5.557522925198558e-10	0.729317	-0.33172935	0.53226554	-0.90043104	-0.4349215	0.0059564924
5.618577247553503e-10	0.74504983	-0.3521841	0.49356756	-0.89589787	-0.4439342	-0.016838279
5.679654780120669e-10	0.7628145	-0.36433202	0.45403135	-0.8915131	-0.45132846	-0.038622096
5.740631615417828e-10	0.7826725	-0.36776623	0.41423506	-0.8874096	-0.4570535	-0.059665356
5.801222826142584e-10	0.80437386	-0.3622398	0.37487143	-0.88363	-0.46115607	-0.08033636
5.861865850385026e-10	0.82768446	-0.34752944	0.33616748	-0.88008684	-0.46377745	-0.101270854
5.922515471098478e-10	0.85197335	-0.3234806	0.2986762	-0.8766675	-0.46502313	-0.12286797
5.982173451863847e-10	0.8760011	-0.29070577	0.2635005	-0.8732861	-0.46500248	-0.14503393
6.040610667221698e-10	0.89871645	-0.24999455	0.23117349	-0.869825	-0.46385372	-0.16776103
6.098625273967463e-10	0.91942185	-0.20150839	0.20163369	-0.8661376	-0.4616422	-0.19132221
6.156757435697178e-10	0.9372275	-0.14544229	0.17503625	-0.8621247	-0.45834213	-0.21584481
6.21544008922659e-10	0.9511052	-0.0820954	0.15166554	-0.8577318	-0.45383438	-0.24138448
6.274213187886132e-10	0.95984346	-0.012970194	0.13215506	-0.8530257	-0.44798404	-0.26757774
6.332711212586992e-10	0.9625512	0.060122654	0.116941296	-0.8481356	-0.4406028	-0.29406095
6.391243081307293e-10	0.95866823	0.13599247	0.106176905	-0.84320104	-0.43134803	-0.32073995
6.450230011711784e-10	0.9477793	0.2135137	0.10001421	-0.8384272	-0.41973042	-0.34750864
6.510106147430992e-10	0.929618	0.2914765	0.09864539	-0.83412695	-0.4051004	-0.37413335
6.570862757412053e-10	0.90432346	0.36799246	0.10225338	-0.8307904	-0.3867821	-0.39995944
6.631858691106841e-10	0.8728229	0.44045112	0.11078331	-0.8290762	-0.36431986	-0.4237861
6.693333821330802e-10	0.8360877	0.5075499	0.124080844	-0.8297219	-0.33709675	-0.44442803
6.755845964467216e-10	0.795102	0.5684526	0.14204912	-0.8336263	-0.3044784	-0.46026874
6.818759309695539e-10	0.75184554	0.6214229	0.1641657	-0.8416456	-0.26685792	-0.468851
6.881954747477413e-10	0.7081093	0.66574997	0.18988377	-0.8544071	-0.22513981	-0.46759796
6.945641517576306e-10	0.665425	0.70131	0.21872796	-0.8721534	-0.1808949	-0.45383132
7.010270610488395e-10	0.625082	0.7282571	0.2503367	-0.8945353	-0.13646021	-0.4249326
7.076280881647465e-10	0.5883161	0.7467529	0.2843551	-0.92028934	-0.09505758	-0.37883443
7.142628260563428e-10	0.55694044	0.7568054	0.319619	-0.94649374	-0.061076462	-0.3162874
7.209050119798847e-10	0.53185356	0.7590339	0.35533556	-0.96990395	-0.037425607	-0.24005225
7.276053418536948e-10	0.51335096	0.75409037	0.39115757	-0.9876931	-0.025124857	-0.15370154
7.344382048752462e-10	0.5016056	0.74233866	0.4268761	-0.9977163	-0.023539392	-0.061253667
7.414400893287908e-10	0.49682045	0.72394747	0.4620505	-0.9988092	-0.030425617	0.032515816
7.48591882156325e-10	0.49901295	0.6991427	0.4959327	-0.9913153	-0.04200692	0.12235711
7.557894881860842e-10	0.50770247	0.66856915	0.52743196	-0.9773936	-0.05370298	0.20293427
7.630803552343581e-10	0.5221915	0.6323378	0.5562093	-0.9600959	-0.061884087	0.271703
7.70476460583969e-10	0.54163456	0.59063435	0.58175457	-0.94293714	-0.06466659	0.32606524
7.780068803933942e-10	0.56511647	0.5435576	0.6036039	-0.92927873	-0.06285527	0.36375704
7.857186485676734e-10	0.59171295	0.49113595	0.6212916	-0.92165375	-0.060335785	0.38316104
7.936480396170842e-10	0.62041444	0.43359023	0.63425404	-0.9209086	-0.06348646	0.38432318
8.015424972679528e-10	0.64913964	0.37361178	0.64171165	-0.92519474	-0.0781454	0.3709023
8.095258795386234e-10	0.67732096	0.31142116	0.643647	-0.93082976	-0.10677554	0.34888712
8.171025844499684e-10	0.7025785	0.2522011	0.6403066	-0.9341431	-0.14452472	0.32565045
8.247231847357057e-10	0.7261257	0.19373783	0.6320051	-0.933894	-0.18805927	0.303471
8.321513381432587e-10	0.7471603	0.13907552	0.6193786	-0.9303806	-0.23092806	0.28424674
8.391339975998317e-10	0.7652842	0.090886384	0.60371494	-0.92522544	-0.26824427	0.2680748
8.458249210583592e-10	0.7813461	0.048538703	0.585569	-0.9197638	-0.2996474	0.25338772
8.523873698418349e-10	0.79611206	0.0114286905	0.56512475	-0.9147654	-0.32596326	0.23863181
8.589415037639185e-10	0.8101604	-0.020571522	0.5424551	-0.9105767	-0.34832275	0.22244748
8.654451808197968e-10	0.82367516	-0.04672923	0.51812506	-0.90727246	-0.36757553	0.20406605
