# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.017732555	0.99978966	0.009982739	-0.034458112	0.99935085	0.010519129
2.047e-12	-0.035114255	0.9991694	0.020035677	-0.068481475	0.9974201	0.021523764
4.095e-12	-0.06873811	0.99676955	0.040301204	-0.13477995	0.98985916	0.044831038
8.191e-12	-0.13123518	0.9878157	0.081326425	-0.2583164	0.9612892	0.09562
1.4443198799862626e-11	-0.21388358	0.9655263	0.14463626	-0.41726556	0.89074165	0.1789488
2.071666463239461e-11	-0.2810736	0.93573254	0.20818502	-0.5371384	0.800808	0.26196086
2.6994687981792695e-11	-0.3328933	0.90138596	0.27106217	-0.62069756	0.70500296	0.33784363
3.336021601825065e-11	-0.3705586	0.8642687	0.3335025	-0.67626816	0.6110009	0.40379262
3.9898494364624893e-11	-0.39488035	0.82552457	0.3958065	-0.71220523	0.5221924	0.45910296
4.662904061171465e-11	-0.40618524	0.78621686	0.4576514	-0.7352397	0.43968126	0.50410014
5.349477700910349e-11	-0.40496182	0.7473848	0.5180737	-0.7501113	0.36330855	0.5399938
6.04476195435722e-11	-0.39221057	0.7094861	0.5763099	-0.7595661	0.29191682	0.5688142
6.749495035760248e-11	-0.36905128	0.6721935	0.6321262	-0.7647349	0.2241748	0.5926115
7.468188319700443e-11	-0.3363975	0.63459384	0.6855382	-0.765948	0.15931062	0.6127396
8.205937834155185e-11	-0.2950117	0.59540087	0.73646903	-0.76352865	0.09721682	0.62963516
8.965217441441128e-11	-0.245844	0.5531392	0.7844966	-0.75827956	0.038164522	0.64292985
9.741200107809763e-11	-0.19062598	0.50651735	0.82864183	-0.7515786	-0.01747947	0.6517615
1.053014122042064e-10	-0.13146111	0.4541978	0.8679962	-0.74494964	-0.07021984	0.65532583
1.1331295177213e-10	-0.07058855	0.3948645	0.901788	-0.7395374	-0.12131617	0.65304613
1.2144306667899454e-10	-0.010485725	0.32755685	0.9292236	-0.7358586	-0.1721329	0.6445605
