# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.01778746	0.99977916	0.009983255	-0.33418083	0.9423549	0.016896524
2.047e-12	-0.0352121	0.9991329	0.020035958	-0.60204643	0.79758763	0.036501374
3.1485915262994495e-12	-0.05351779	0.99799424	0.030910071	-0.7910282	0.6091488	0.05459389
4.297174069444194e-12	-0.07211308	0.9963507	0.042306907	-0.89991236	0.43021727	0.06763635
5.593386723448721e-12	-0.09249202	0.99397063	0.05523232	-0.9581029	0.27466166	0.076081194
6.877533632939423e-12	-0.11204199	0.99109614	0.06809511	-0.98216486	0.16690548	0.08008961
8.179313224483398e-12	-0.13120443	0.98768926	0.08118385	-0.99162585	0.093398094	0.081638396
9.554343293574663e-12	-0.15072069	0.98358685	0.095052876	-0.99500006	0.0427369	0.081854284
1.1031122818504445e-11	-0.17084481	0.978646	0.10998647	-0.99586725	0.008543928	0.0813305
1.263489780211724e-11	-0.19171184	0.97270465	0.12623492	-0.9958481	-0.013748407	0.08040638
1.4391848621652353e-11	-0.2133866	0.96557313	0.14405426	-0.9956358	-0.027573124	0.079254776
1.633312888055583e-11	-0.23589318	0.9570205	0.16374409	-0.99548644	-0.035550933	0.07792788
1.8497021316545057e-11	-0.2592023	0.9467636	0.18566477	-0.9954652	-0.039660927	0.07638823
2.0934657238438048e-11	-0.28323382	0.93443996	0.21028781	-0.9955673	-0.041375484	0.07452861
2.371456451532857e-11	-0.30780345	0.91958535	0.23822828	-0.99577206	-0.041768957	0.07218667
2.692292032383533e-11	-0.3324887	0.90164423	0.27022442	-0.99606043	-0.04163021	0.06916163
3.0611811228186105e-11	-0.3561682	0.8803088	0.3065948	-0.99641114	-0.041566987	0.06529848
3.462048696773586e-11	-0.3764459	0.85666436	0.34551096	-0.99677753	-0.042008966	0.060767353
3.874943620352392e-11	-0.3917135	0.83218324	0.38483623	-0.9971108	-0.043101758	0.055938024
4.300148532178049e-11	-0.40185052	0.80714464	0.42444116	-0.9973871	-0.044827282	0.051021248
4.742727803741912e-11	-0.40680298	0.78149915	0.4646233	-0.997592	-0.047111046	0.0461946
5.208288284078308e-11	-0.40632612	0.75512505	0.5056729	-0.9977164	-0.04983743	0.041648842
5.7034089402245044e-11	-0.39996904	0.7278002	0.54788643	-0.9977596	-0.052850526	0.037580546
6.232081282291104e-11	-0.38715902	0.69936585	0.5912459	-0.9977296	-0.055929154	0.03419846
6.782585575922278e-11	-0.36791265	0.6703434	0.63443565	-0.9976492	-0.058744162	0.031703647
7.353678479298209e-11	-0.34233868	0.64048433	0.67703915	-0.9975476	-0.061080452	0.03005606
7.946866778184725e-11	-0.3105567	0.60920584	0.71881056	-0.9974513	-0.06282678	0.02906794
8.565341710395692e-11	-0.2726818	0.5756324	0.75953555	-0.9973781	-0.063988775	0.028454334
9.218269855825955e-11	-0.2285309	0.5383076	0.7992171	-0.99733466	-0.06468994	0.027895734
9.875861106013795e-11	-0.18093692	0.49791303	0.8355234	-0.9973173	-0.06511297	0.027168944
1.0536206425807284e-10	-0.13126877	0.45373383	0.8680356	-0.99731237	-0.0654837	0.026185
1.1202660027580439e-10	-0.08059669	0.40483165	0.89656496	-0.99730587	-0.06594384	0.024989098
1.1877743897864344e-10	-0.030141711	0.35044467	0.9207888	-0.99729013	-0.06653315	0.023697885
1.2556851825350945e-10	0.01828027	0.29064927	0.9401276	-0.99726456	-0.06720513	0.022438964
1.3234535298942368e-10	0.06289732	0.22605477	0.954145	-0.99723387	-0.06787682	0.021281011
1.3914040204326512e-10	0.10270589	0.15683015	0.9626998	-0.9972047	-0.06848601	0.020200884
1.4600772520742634e-10	0.13693349	0.08313158	0.96561027	-0.9971816	-0.06900769	0.01911707
1.5298153987506394e-10	0.16482323	0.005528733	0.9626049	-0.99716663	-0.06945217	0.017928788
1.599754052988369e-10	0.18554007	-0.073808186	0.95358986	-0.99715835	-0.06984862	0.016572066
1.6702406052958884e-10	0.19920665	-0.15391031	0.9385512	-0.9971533	-0.07023927	0.015006428
1.7415755465822392e-10	0.20626052	-0.23372911	0.91746825	-0.9971474	-0.07065186	0.01323837
1.8131947590943317e-10	0.20751134	-0.31131816	0.89066976	-0.9971385	-0.07108589	0.011331815
1.8841153025817942e-10	0.20435353	-0.3845713	0.8589249	-0.99712676	-0.07151649	0.009375901
1.955318826212704e-10	0.19839907	-0.453716	0.822225	-0.9971132	-0.0719203	0.0073902435
2.0262284011410443e-10	0.1914615	-0.51762277	0.78125906	-0.99710053	-0.07226535	0.005408058
2.096295200472461e-10	0.185413	-0.57555735	0.7368207	-0.99709034	-0.07253205	0.003434445
2.1661421775246212e-10	0.18194649	-0.6279322	0.6889455	-0.99708277	-0.07271993	0.0014262026
2.2359828852543296e-10	0.18273881	-0.67476296	0.637812	-0.9970769	-0.07283797	-0.0006495762
2.3051841077393026e-10	0.18929957	-0.7154901	0.5842016	-0.9970703	-0.072902225	-0.0027887996
2.374267839863037e-10	0.2030121	-0.7501656	0.5280064	-0.9970606	-0.07293267	-0.005005594
2.44305775740549e-10	0.22501832	-0.77817935	0.46963397	-0.9970458	-0.07294521	-0.0072790734
2.5112224732204495e-10	0.2560397	-0.7986538	0.4096662	-0.9970247	-0.072949715	-0.009575971
2.578671628863462e-10	0.29644132	-0.8105624	0.34853688	-0.99699694	-0.072949365	-0.011872642
2.6458404012068605e-10	0.3465462	-0.8125813	0.28625628	-0.9969627	-0.07294218	-0.01417084
2.7122790325073565e-10	0.40555987	-0.8029974	0.2237412	-0.9969223	-0.072923765	-0.016450254
2.777843113048814e-10	0.4721479	-0.78008854	0.16175528	-0.9968764	-0.07288954	-0.018705728
2.8431005388738486e-10	0.5450415	-0.7417405	0.10051974	-0.99682444	-0.072834976	-0.02095662
2.9085591497316323e-10	0.62226796	-0.68546784	0.040496305	-0.99676627	-0.07275467	-0.023216218
2.973445111754706e-10	0.69942355	-0.6102443	-0.016494382	-0.9967027	-0.072642624	-0.025447236
3.0368864562290937e-10	0.7712523	-0.5169139	-0.06855479	-0.9966361	-0.07249097	-0.027603729
3.0983745938339315e-10	0.83292884	-0.40779954	-0.114278056	-0.99656886	-0.07228884	-0.02965106
3.1581391820823715e-10	0.88090944	-0.28533474	-0.1530205	-0.99650335	-0.07202046	-0.031581067
3.216373391747967e-10	0.91228014	-0.15278298	-0.18424597	-0.99644214	-0.0716671	-0.03338631
3.273132885736441e-10	0.92500526	-0.014328141	-0.20753305	-0.9963882	-0.071209095	-0.035056394
3.328468871498875e-10	0.91826	0.12549393	-0.22270961	-0.9963445	-0.070626915	-0.036580782
3.382474319734389e-10	0.8924423	0.2623098	-0.22986498	-0.99631387	-0.06990174	-0.037947726
3.435143274999193e-10	0.84912336	0.39192387	-0.2293149	-0.99629956	-0.06901879	-0.03913868
3.486561615647807e-10	0.79072773	0.51109636	-0.22159392	-0.9963042	-0.067966186	-0.040131725
3.536744208986618e-10	0.720338	0.6173251	-0.20739982	-0.99633026	-0.06673911	-0.040897593
3.58574437620655e-10	0.6412677	0.70916605	-0.18753195	-0.99637985	-0.06533944	-0.04140314
3.6336568050022217e-10	0.556723	0.78613734	-0.16281106	-0.99645406	-0.063775964	-0.041612945
3.680550161783252e-10	0.4696917	0.84844524	-0.13405734	-0.99655294	-0.06206687	-0.04149201
3.726556669428373e-10	0.38264894	0.89692813	-0.10200335	-0.9966752	-0.060236324	-0.041009735
3.771809065176354e-10	0.29761627	0.9327574	-0.0673002	-0.9968179	-0.058315326	-0.040143363
3.8165024651698573e-10	0.21606131	0.9573138	-0.03045873	-0.99697703	-0.056337524	-0.038880076
3.860829829877221e-10	0.13908046	0.9719926	0.008104863	-0.99714726	-0.054339916	-0.037220493
3.905020046371824e-10	0.06740992	0.97813964	0.048091967	-0.997322	-0.052359402	-0.03517975
3.9493116137592127e-10	0.0015576186	0.97698635	0.089287594	-0.9974949	-0.050432354	-0.032789975
3.993784151324001e-10	-0.057911705	0.9696704	0.13138449	-0.99765825	-0.048600007	-0.030112537
4.0385696081290833e-10	-0.11068423	0.957252	0.17416587	-0.9978064	-0.046896875	-0.02722781
4.083781725262338e-10	-0.15655404	0.94069535	0.21743415	-0.99793524	-0.045352448	-0.024235858
4.129340427261132e-10	-0.19527088	0.9209478	0.26083782	-0.99804264	-0.04399542	-0.02126295
4.174930369181588e-10	-0.22664328	0.89899266	0.30383834	-0.99812907	-0.042851	-0.018452683
4.2201214199812585e-10	-0.25073895	0.87578356	0.34584203	-0.9981974	-0.041934866	-0.015939428
4.2646382138073117e-10	-0.26799473	0.8520627	0.38646102	-0.9982516	-0.041249394	-0.013817173
4.308414761410102e-10	-0.27905405	0.82829976	0.42554998	-0.9982955	-0.0407895	-0.01213541
4.3515960129106314e-10	-0.2845909	0.80469894	0.46318167	-0.99833137	-0.040549006	-0.0109081045
4.394387876593638e-10	-0.28517982	0.78131	0.49948925	-0.99836	-0.040525813	-0.010129364
4.4370485613832904e-10	-0.28127337	0.75806296	0.53464395	-0.99838036	-0.040722657	-0.009779842
4.4798745860604984e-10	-0.2731956	0.7347955	0.56883013	-0.99839	-0.041147128	-0.009830796
4.5231924064840896e-10	-0.2611482	0.71126944	0.602227	-0.9983859	-0.04181089	-0.010245094
4.5672903016065647e-10	-0.24524823	0.6872091	0.63494796	-0.99836445	-0.042726647	-0.010974005
4.6118169410802205e-10	-0.22585014	0.6626333	0.66662055	-0.99832344	-0.043886814	-0.011936932
4.657069926959637e-10	-0.203086	0.6371553	0.6973393	-0.9982619	-0.045287374	-0.013042599
4.703295636481399e-10	-0.17707488	0.6103591	0.7271169	-0.9981807	-0.04691424	-0.014179628
4.750820048236461e-10	-0.14788094	0.5817161	0.7559621	-0.99808264	-0.048744116	-0.015215819
4.799506287739276e-10	-0.115893185	0.5509194	0.7835589	-0.9979739	-0.050719824	-0.015987584
4.846470388935418e-10	-0.08353314	0.5195401	0.8082101	-0.99786836	-0.052654732	-0.01632075
4.892248225591277e-10	-0.05103853	0.4871407	0.83028364	-0.9977715	-0.054504525	-0.016151845
4.93712628516816e-10	-0.018716155	0.45345968	0.8499596	-0.99768656	-0.056228638	-0.015441132
4.981385495638519e-10	0.0131849535	0.41825342	0.8673738	-0.99761516	-0.05779882	-0.014172633
5.025309995877747e-10	0.044455647	0.38128158	0.8826199	-0.99755716	-0.059197247	-0.01234975
5.069234794487126e-10	0.07493796	0.3422601	0.89575934	-0.99751145	-0.06041485	-0.009988994
5.113541617936789e-10	0.104495935	0.30085334	0.90680563	-0.9974764	-0.0614471	-0.0071155257
5.157211569555582e-10	0.13210109	0.25811687	0.91545975	-0.9974513	-0.062265605	-0.003874555
5.199869295534775e-10	0.15729237	0.21465924	0.921721	-0.9974343	-0.06287103	-0.0004038307
5.241823849319165e-10	0.18010254	0.17044026	0.9257273	-0.9974241	-0.063275404	0.0032113558
5.283296422277129e-10	0.20053172	0.1254931	0.9275643	-0.9974199	-0.063482426	0.006887061
5.324485659057923e-10	0.21858482	0.07986721	0.92728555	-0.99742126	-0.063488945	0.010541222
5.365562609844207e-10	0.23426922	0.03363951	0.9249182	-0.99742824	-0.06328708	0.014087756
5.406652515356854e-10	0.24759383	-0.013059552	0.92047215	-0.9974411	-0.062868215	0.017429937
5.447786990684249e-10	0.25857008	-0.059987824	0.9139609	-0.99746084	-0.062229794	0.020454945
5.488861350112322e-10	0.26723105	-0.1067449	0.9054345	-0.9974883	-0.06138362	0.023037024
5.529632557884916e-10	0.27366576	-0.15278365	0.8950124	-0.9975254	-0.060362414	0.025053853
5.569863167139837e-10	0.27805665	-0.19759497	0.8828651	-0.9975731	-0.059216965	0.026413992
5.609428020367099e-10	0.28066438	-0.24084099	0.86916816	-0.9976323	-0.05800645	0.027069988
5.648418023832607e-10	0.2817874	-0.28246176	0.85402954	-0.9977029	-0.05678637	0.027013125
5.686954796283758e-10	0.28171813	-0.32245594	0.8375259	-0.99778396	-0.05560832	0.026257917
5.725220880426244e-10	0.28073704	-0.36089963	0.81968296	-0.9978735	-0.054516707	0.02483353
5.763383251899618e-10	0.27911422	-0.3978554	0.8005056	-0.99796814	-0.05355081	0.022778703
5.801600329977157e-10	0.27711666	-0.43337494	0.77997875	-0.99806404	-0.052745152	0.020138917
5.840025388373083e-10	0.27501622	-0.46749693	0.75806904	-0.9981559	-0.0521306	0.01696468
5.878803538189441e-10	0.2730968	-0.50024	0.73472893	-0.9982381	-0.05173555	0.013311714
5.918120122146643e-10	0.2716609	-0.5316365	0.7098687	-0.9983037	-0.051587135	0.00923771
5.958178643269327e-10	0.27104256	-0.5616998	0.6833664	-0.99834555	-0.05171347	0.004807101
5.999271351947005e-10	0.2716246	-0.5904597	0.6550187	-0.9983557	-0.052146334	8.9150075e-05
6.041839335979671e-10	0.27387607	-0.6179631	0.62448645	-0.9983258	-0.0529265	-0.0048397887
6.084014020333709e-10	0.2781004	-0.64283675	0.59313864	-0.9982524	-0.05403479	-0.009608708
6.125213888432813e-10	0.28444862	-0.6647606	0.56153023	-0.9981382	-0.055436272	-0.0140015185
6.16558945815444e-10	0.29306376	-0.6838606	0.5296756	-0.99798805	-0.057105243	-0.017907197
6.205332545833911e-10	0.3040822	-0.7002272	0.49753422	-0.99780875	-0.059015542	-0.021241978
6.244670144241202e-10	0.3176543	-0.71389604	0.46501693	-0.99760777	-0.06113951	-0.02394975
6.283846944057357e-10	0.33395645	-0.72482455	0.43200308	-0.99739283	-0.06344489	-0.026001468
6.323096239431899e-10	0.35318696	-0.73287076	0.39836973	-0.9971717	-0.06588963	-0.027395973
6.362631017892641e-10	0.37555724	-0.73778236	0.36400688	-0.9969519	-0.068417214	-0.028164366
6.402639035894118e-10	0.4012754	-0.73918796	0.32882935	-0.99673986	-0.070953526	-0.028375035
6.44328037868361e-10	0.430523	-0.73659056	0.29278818	-0.9965419	-0.07340667	-0.0281368
6.484682523490774e-10	0.46342057	-0.7293649	0.25588453	-0.99636334	-0.07567168	-0.027597435
6.526945337033748e-10	0.49999088	-0.71675754	0.21817595	-0.9962092	-0.07764184	-0.026934817
6.570159481624143e-10	0.5401293	-0.69788796	0.17977144	-0.99608374	-0.079224974	-0.026339239
6.614402834227921e-10	0.58354914	-0.6717566	0.14084728	-0.995989	-0.08035918	-0.025989352
6.659762191807763e-10	0.6297438	-0.6372522	0.10164253	-0.9959245	-0.08102455	-0.02602549
6.706289545654926e-10	0.6778754	-0.5932213	0.062512845	-0.99588567	-0.081244536	-0.026525982
6.754012262121656e-10	0.72671807	-0.5385513	0.023934223	-0.99586517	-0.08107861	-0.027490696
6.802972564596823e-10	0.77464455	-0.47223446	-0.013518099	-0.99585485	-0.080605194	-0.028839367
6.850820282595868e-10	0.81757	-0.3974987	-0.047524255	-0.99584943	-0.07993903	-0.030347327
6.897203781125953e-10	0.8537394	-0.31610647	-0.0775442	-0.9958477	-0.07916392	-0.03182301
6.941956366759068e-10	0.8819706	-0.22996053	-0.10331031	-0.99585277	-0.07832917	-0.033120055
6.985245200843237e-10	0.9016936	-0.14049545	-0.12485391	-0.995869	-0.07745365	-0.03415226
7.027404249706857e-10	0.9126395	-0.048738375	-0.14231035	-0.99590045	-0.0765372	-0.034877714
7.068768318389102e-10	0.91463596	0.044405103	-0.15578619	-0.99595064	-0.07557044	-0.035279818
7.109633029518194e-10	0.9075662	0.1380279	-0.1653353	-0.99602145	-0.0745398	-0.03535561
7.150258728610015e-10	0.89137876	0.23118801	-0.17096585	-0.99611384	-0.07343001	-0.035108052
7.190872758376282e-10	0.86611164	0.32288367	-0.1726505	-0.99622744	-0.072225906	-0.034540534
7.231665245429478e-10	0.8319326	0.41203064	-0.17034025	-0.99636084	-0.070914336	-0.033653136
7.272802650222169e-10	0.78917253	0.49749807	-0.16398066	-0.99651194	-0.06948561	-0.03244004
7.314420767061849e-10	0.7383672	0.5781172	-0.15352851	-0.9966774	-0.06793586	-0.030888924
7.356616218782211e-10	0.68030345	0.6527113	-0.13897398	-0.99685293	-0.06626948	-0.028982624
7.399458016809166e-10	0.61602294	0.72018236	-0.12035709	-0.9970329	-0.064500704	-0.026702529
7.443007762119517e-10	0.54678077	0.7796052	-0.09777056	-0.9972108	-0.062653854	-0.024033278
7.487327528628492e-10	0.47399533	0.8302805	-0.0713577	-0.9973793	-0.060762834	-0.020969503
