# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.024331454	0.9995737	0.01572737	-0.03713469	0.9991458	0.018127007
2.047e-12	-0.048067566	0.9983196	0.031546824	-0.07347265	0.9966244	0.03662725
4.095e-12	-0.09359789	0.9934901	0.06335603	-0.14329672	0.986873	0.074471176
8.191e-12	-0.17645857	0.9756559	0.12726578	-0.26964095	0.95087624	0.1519864
1.4729272795136576e-11	-0.28505117	0.92970437	0.22843298	-0.4298474	0.86020094	0.27393314
2.1277427506536492e-11	-0.36494416	0.86951125	0.326515	-0.54018074	0.74762297	0.38525167
2.7876950835306368e-11	-0.418546	0.8011027	0.42027724	-0.6096321	0.6285266	0.48106083
3.466572265674022e-11	-0.44914386	0.7273517	0.5101718	-0.64977384	0.5095978	0.5611121
4.1756286310724576e-11	-0.45902002	0.6497309	0.5961642	-0.6699365	0.39294013	0.626143
4.9167122524379455e-11	-0.45017305	0.5695162	0.67692995	-0.6768996	0.27899826	0.676753
5.6811713222578556e-11	-0.42549825	0.48799405	0.7502107	-0.6752779	0.1679458	0.7134905
6.461929018286386e-11	-0.3886895	0.4053214	0.8143621	-0.6678688	0.059263725	0.7372187
7.265021397328138e-11	-0.34292698	0.31969944	0.86890316	-0.6560774	-0.048747707	0.74857014
8.103129201314201e-11	-0.29070055	0.22837538	0.9132083	-0.6405948	-0.15776508	0.74704427
8.980828070891e-11	-0.2349183	0.12949263	0.9454685	-0.62203854	-0.26781973	0.73114425
9.886700060005299e-11	-0.17942552	0.023535892	0.96321285	-0.601005	-0.37689218	0.69965506
1.0817709927098347e-10	-0.12687224	-0.088916	0.964643	-0.5769008	-0.48416027	0.6518057
1.1773112119440865e-10	-0.07847825	-0.20635305	0.94822246	-0.54745406	-0.5888818	0.5873073
1.2656426860580364e-10	-0.037828345	-0.3144614	0.91702735	-0.51294935	-0.68015623	0.51511437
1.3507743717568784e-10	-0.00016383943	-0.41570938	0.8727743	-0.46982422	-0.76189405	0.43570662
1.4355834002987812e-10	0.03909745	-0.51100713	0.8154627	-0.4140947	-0.83559084	0.34876874
1.5206187100613842e-10	0.08418983	-0.59796625	0.7456296	-0.34253982	-0.899535	0.25553218
1.604330843271054e-10	0.13839555	-0.67171806	0.66593134	-0.2543305	-0.9498789	0.1593507
1.6856683256518806e-10	0.20411839	-0.7281242	0.5794748	-0.14990757	-0.98308676	0.06284794
1.765787178178791e-10	0.28409347	-0.76424843	0.48732007	-0.027930459	-0.99567586	-0.034358118
1.844152197325804e-10	0.37788826	-0.7754489	0.39253813	0.10965984	-0.98208255	-0.13082898
1.9218976405133173e-10	0.48475316	-0.7569155	0.2965468	0.2619773	-0.93464804	-0.22694719
1.999387127498621e-10	0.6005243	-0.70297945	0.20214967	0.42393732	-0.8429101	-0.3213036
2.0751095882892929e-10	0.71495754	-0.611293	0.11490935	0.58114606	-0.6986396	-0.40854457
2.1489069582502316e-10	0.8175305	-0.48287863	0.03874474	0.715597	-0.49632654	-0.48260453
2.2224973404378654e-10	0.8992044	-0.31850737	-0.024235738	0.8053686	-0.23110254	-0.53555477
2.2967062098164896e-10	0.94887114	-0.123295054	-0.07047822	0.81923085	0.087990105	-0.5531132
2.3702547758688165e-10	0.9566554	0.08700825	-0.09579244	0.7308971	0.4195899	-0.5185351
2.4419565425448303e-10	0.9209231	0.29292634	-0.09879255	0.5452079	0.7037222	-0.42452255
2.514456588553932e-10	0.8440881	0.48609918	-0.07968432	0.29062366	0.8989766	-0.27259898
2.5869136950984194e-10	0.73520756	0.6505022	-0.03970264	0.025487194	0.9777315	-0.08395794
2.659418087292339e-10	0.60701567	0.777561	0.01832107	-0.19989222	0.9543063	0.113073945
2.7329345398265954e-10	0.47178012	0.8650677	0.091542155	-0.36325264	0.8635567	0.29652357
2.8084167033843917e-10	0.34100682	0.91392964	0.17707388	-0.46505818	0.73944473	0.4538231
2.886688664376337e-10	0.22494498	0.92731106	0.27183065	-0.5179625	0.60564107	0.5810899
2.96685456916209e-10	0.13343304	0.91050357	0.37053236	-0.53724253	0.47671756	0.67860764
3.043640659168648e-10	0.07385492	0.8734236	0.46299508	-0.53701967	0.3637905	0.7476854
3.1205018083075507e-10	0.040740088	0.82190573	0.55080944	-0.52703935	0.2597329	0.79868555
3.199719780274137e-10	0.03138206	0.7581231	0.634269	-0.5116517	0.15942091	0.8362735
3.282629434954001e-10	0.04404208	0.682618	0.7122263	-0.49346247	0.05942848	0.8618857
3.367972224122485e-10	0.07561852	0.5970564	0.7809718	-0.47505355	-0.040452722	0.8748779
3.4552778241933323e-10	0.12148819	0.50191325	0.837947	-0.45833087	-0.14133044	0.87447196
3.5466012163649977e-10	0.17796777	0.39458898	0.8819099	-0.44400346	-0.24680923	0.85890573
3.63996229518455e-10	0.23881404	0.2776409	0.9093018	-0.43231854	-0.35507035	0.8263097
3.735333365639725e-10	0.29930615	0.15288645	0.91823065	-0.42155018	-0.465415	0.7749817
3.8352444587338313e-10	0.35754645	0.020516947	0.9067001	-0.40776396	-0.57875425	0.70165664
3.9371343564363236e-10	0.41070682	-0.11040437	0.87349385	-0.38551238	-0.6888687	0.6074613
4.036554934779109e-10	0.45841962	-0.22756755	0.8216761	-0.34945872	-0.7873979	0.49911523
4.134761434882932e-10	0.50535583	-0.3263719	0.7539542	-0.29365125	-0.87215585	0.37948835
4.2339164451746637e-10	0.5571854	-0.40246844	0.67201483	-0.21126266	-0.9402876	0.24969582
4.3287567168412257e-10	0.61454713	-0.44704542	0.5844563	-0.103907354	-0.983061	0.120297216
4.4208594644823816e-10	0.67891026	-0.45866486	0.49469048	0.029043218	-0.99569577	-0.0077790157
4.511654032069631e-10	0.7491308	-0.43513864	0.40578943	0.1869139	-0.9694659	-0.1342517
4.601065055693265e-10	0.82008356	-0.3750477	0.32227314	0.3630127	-0.89188194	-0.25648773
4.690051011826858e-10	0.8847758	-0.27835172	0.2477738	0.54548806	-0.7464061	-0.37147668
4.77772201407701e-10	0.93337667	-0.15020302	0.18732148	0.7073021	-0.51999515	-0.46987963
4.866062044549372e-10	0.95781994	0.0043238085	0.14354616	0.8110612	-0.20205529	-0.5386069
4.946785725640876e-10	0.95279884	0.15772483	0.121307775	0.80912185	0.14915968	-0.5543918
5.020665286838392e-10	0.9237124	0.2985154	0.11702224	0.6989174	0.4780039	-0.51121813
5.092401859741432e-10	0.87476104	0.42702597	0.1276176	0.49667287	0.747596	-0.4075069
5.168287569415362e-10	0.80543566	0.5464147	0.1537082	0.22325592	0.92675036	-0.23866968
5.250190580056458e-10	0.71834767	0.64965355	0.1968504	-0.06623059	0.9787607	-0.017877685
5.328857580854499e-10	0.6316197	0.7205969	0.24995673	-0.28245655	0.91959125	0.19503613
5.405564675290383e-10	0.55195206	0.76314396	0.30955026	-0.41877535	0.80517656	0.37779868
5.485166657959906e-10	0.48069584	0.78176755	0.37619928	-0.4944167	0.66642576	0.53070706
5.564792432737106e-10	0.42520213	0.777922	0.44457287	-0.5246026	0.529162	0.647095
5.642428441048175e-10	0.38813034	0.756214	0.5101618	-0.5282951	0.40430188	0.73130006
5.718053108339386e-10	0.36820647	0.7211487	0.5708802	-0.51865095	0.2915504	0.7915402
5.794513020636174e-10	0.3630827	0.67427886	0.62732387	-0.5021442	0.18454485	0.8351328
5.873692551577579e-10	0.37152168	0.61577064	0.6789938	-0.48196593	0.078831255	0.864955
5.956169063864428e-10	0.3922148	0.5459182	0.72409314	-0.46045437	-0.027899807	0.88118476
6.039527935825711e-10	0.42210308	0.4678343	0.7594708	-0.4401516	-0.13393945	0.8828931
6.125334574741901e-10	0.45880705	0.38152522	0.78425294	-0.42183915	-0.24229641	0.8692045
6.213718858306961e-10	0.4996424	0.28873977	0.79681945	-0.4056518	-0.35343838	0.83831614
6.304435037385478e-10	0.5420784	0.19253336	0.7958222	-0.3903242	-0.46638048	0.78847915
6.397531717589478e-10	0.58446646	0.096715294	0.7804751	-0.37273088	-0.5792952	0.7182989
6.493664285329768e-10	0.6264694	0.0056034257	0.7503873	-0.34763893	-0.6897653	0.6266925
6.590642273637452e-10	0.667627	-0.073125325	0.7071041	-0.3090708	-0.7911032	0.5170393
6.688431397313457e-10	0.7091541	-0.13402238	0.6527741	-0.25023198	-0.8785515	0.39264083
6.786409460184934e-10	0.751902	-0.17182486	0.59068894	-0.16540974	-0.9460332	0.25843492
6.882542636388483e-10	0.79505897	-0.18274763	0.5258342	-0.05299333	-0.9860668	0.12156463
6.978058859282894e-10	0.8376704	-0.16567498	0.46129352	0.088834494	-0.9912359	-0.016088862
7.071553804264152e-10	0.8760544	-0.12151295	0.40177557	0.25454906	-0.95079845	-0.14962457
7.163367796845565e-10	0.9063481	-0.053307027	0.35038626	0.43523845	-0.85165805	-0.27646646
7.25427456086759e-10	0.9246037	0.034619376	0.3095261	0.6143461	-0.6774401	-0.39247188
