# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.017731799	0.99978966	0.009982729	-0.054987375	0.99842435	0.011193095
2.047e-12	-0.03511274	0.9991694	0.020035654	-0.109268695	0.99372804	0.023767263
4.095e-12	-0.068735026	0.9967695	0.04030114	-0.21419837	0.97537357	0.052589014
8.191e-12	-0.13122869	0.9878156	0.08132617	-0.4017947	0.9076699	0.12122731
1.465290313960038e-11	-0.2163713	0.9646334	0.14676382	-0.6178715	0.74849033	0.24081394
2.118535197527299e-11	-0.28544763	0.9332963	0.21290982	-0.7398391	0.5735476	0.35165095
2.7785062147344498e-11	-0.3383379	0.89687	0.27889374	-0.7941977	0.41883957	0.44020355
3.4719594105546284e-11	-0.37673977	0.8562309	0.34661758	-0.8112427	0.29208523	0.5064715
4.191541212725874e-11	-0.39962685	0.81366336	0.41459268	-0.81158423	0.1953373	0.5505543
4.9258423465800487e-11	-0.407115	0.7712016	0.4811188	-0.8086077	0.12252214	0.57538676
5.662190279829566e-11	-0.40052602	0.73020214	0.5446437	-0.80826044	0.064960785	0.58515847
6.400918544648345e-11	-0.38165382	0.69056875	0.6049348	-0.8113824	0.0145602655	0.58425
7.148159536800081e-11	-0.35191715	0.6513786	0.6622093	-0.81656206	-0.033927232	0.5761663
7.909675729550397e-11	-0.31242946	0.6113271	0.7165152	-0.8219048	-0.0829625	0.5634539
8.688863299517811e-11	-0.26433557	0.56887275	0.76756436	-0.8259163	-0.13301143	0.54778314
9.485658526116555e-11	-0.20917039	0.5223778	0.8146973	-0.82785916	-0.18339375	0.5300187
1.0298760569067998e-10	-0.14891766	0.47016498	0.8570815	-0.82772374	-0.2331914	0.51029617
1.1125479876926332e-10	-0.08607879	0.4107848	0.8937553	-0.8259284	-0.28167683	0.48826545
1.1971336164261926e-10	-0.022906423	0.342519	0.92402154	-0.8229546	-0.3289078	0.4630975
1.2829444346761972e-10	0.037150264	0.2652033	0.946667	-0.81920695	-0.3743769	0.43431202
1.3698174863968426e-10	0.09107201	0.17917521	0.96083057	-0.8149108	-0.41785657	0.40149036
1.4588521320284725e-10	0.13679045	0.084327914	0.9658335	-0.81006926	-0.45956856	0.36394334
1.5491756450620014e-10	0.1716848	-0.016543882	0.96090895	-0.804667	-0.4986478	0.32205144
1.6403331290170082e-10	0.19463961	-0.120256014	0.94582427	-0.7985806	-0.5344999	0.27642727
1.7303286773274807e-10	0.20590925	-0.22159457	0.9213158	-0.79174936	-0.56619155	0.22883695
1.8206711229372125e-10	0.20766954	-0.3195817	0.8876697	-0.78384435	-0.59429586	0.17939568
1.912228860798777e-10	0.20251542	-0.41283035	0.8450612	-0.7745457	-0.6191393	0.12849951
2.0031751780111777e-10	0.19395865	-0.49783856	0.79506767	-0.7638539	-0.640478	0.077953
2.0922270290318326e-10	0.18592799	-0.5727862	0.7394915	-0.7518536	-0.65851283	0.029003087
2.1780616530585683e-10	0.18193546	-0.6367843	0.68039	-0.7387419	-0.6735928	-0.017463911
2.2618481229322803e-10	0.18463254	-0.69113576	0.6180109	-0.72433734	-0.6864729	-0.062236343
2.343831063653899e-10	0.19620404	-0.7361378	0.5529452	-0.7084989	-0.6975907	-0.10580507
2.4241582338415617e-10	0.21829659	-0.77166075	0.48572263	-0.6910214	-0.707237	-0.14873877
2.504007071619519e-10	0.25254607	-0.7973488	0.4158891	-0.6713645	-0.71565235	-0.19223177
2.583844977729719e-10	0.30024123	-0.8115683	0.34352523	-0.6490167	-0.7227711	-0.23716474
