# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()
0	0	1	0	0	1	0
1.023e-12	-0.024330575	0.9995737	0.015727822	-0.02624222	0.9995131	0.016876975
2.047e-12	-0.048065796	0.99831975	0.031547718	-0.051835503	0.9980822	0.033838846
4.095e-12	-0.09359433	0.99349034	0.063357756	-0.10089545	0.99257797	0.067890786
8.191e-12	-0.17645153	0.9756575	0.12726907	-0.18999462	0.97231853	0.13600983
1.5445854253671915e-11	-0.2951624	0.92367744	0.23936886	-0.31700116	0.913738	0.25414607
2.2639127682609952e-11	-0.37809646	0.855864	0.34633562	-0.40530396	0.83823466	0.36480138
2.9958852762744486e-11	-0.43036622	0.77869767	0.44860724	-0.46141994	0.753445	0.4683854
3.7489870756291564e-11	-0.45549762	0.69641185	0.5454377	-0.49021617	0.66419804	0.5643387
4.5284288895530124e-11	-0.45692348	0.61140734	0.63581604	-0.49627396	0.57311404	0.6520516
5.334479447172056e-11	-0.43830907	0.5248615	0.7182775	-0.48405915	0.4814235	0.73061764
6.164279061977733e-11	-0.40379083	0.4368616	0.7912208	-0.45808637	0.389231	0.7990625
7.015614535923793e-11	-0.35771385	0.34645677	0.85325587	-0.42270505	0.29562557	0.8565773
7.890182607628622e-11	-0.30415064	0.2518586	0.90322936	-0.38175884	0.19887607	0.9024689
8.792732921642492e-11	-0.24674822	0.15101849	0.93983793	-0.33853492	0.09696218	0.935767
9.727781236167176e-11	-0.18884355	0.042418763	0.96131074	-0.29590103	-0.011718123	0.9549208
1.0698785771344141e-10	-0.13323687	-0.07438406	0.96547484	-0.2561251	-0.1279101	0.95784974
1.167196491680373e-10	-0.08330335	-0.19388776	0.9508785	-0.22151454	-0.24673653	0.94303995
1.2561691579309127e-10	-0.042017303	-0.3029656	0.9211631	-0.19348922	-0.3558416	0.91379964
1.34146949063936e-10	-0.004263418	-0.40486833	0.8783362	-0.16765928	-0.45905343	0.87181145
1.4262284054602001e-10	0.03459257	-0.50086564	0.82247126	-0.13981001	-0.55832326	0.81695366
1.5115514256233708e-10	0.0789988	-0.5892181	0.75369585	-0.10549244	-0.6527482	0.74917346
1.5952963236771237e-10	0.13196369	-0.66446227	0.6750754	-0.061138168	-0.73748463	0.6713014
1.6768709618675202e-10	0.19629875	-0.72291	0.5892643	-0.0033525473	-0.8093128	0.5857384
1.7572549199620495e-10	0.27480784	-0.7615083	0.49746168	0.07147102	-0.8656961	0.49335688
1.8357354749768814e-10	0.36708844	-0.7756032	0.4029209	0.16423175	-0.90180814	0.39698446
1.9134941403747224e-10	0.47263476	-0.76056904	0.30698076	0.27609506	-0.9127336	0.29739448
1.991059402113064e-10	0.58783764	-0.7106862	0.2121778	0.40555823	-0.89143634	0.19644919
2.0671088516953024e-10	0.7030923	-0.6229487	0.12382853	0.5444733	-0.8315618	0.09903129
2.141014364295223e-10	0.8073279	-0.49850044	0.04640671	0.68184716	-0.7299474	0.009562882
2.2145370134487823e-10	0.8917361	-0.3379519	-0.018110631	0.80826443	-0.5829028	-0.069945924
2.28865642764967e-10	0.94541514	-0.1456643	-0.066349104	0.9098658	-0.3897904	-0.13544127
2.362308424639437e-10	0.95803016	0.063825406	-0.09405642	0.9692988	-0.16170736	-0.18070193
2.4350887315979856e-10	0.926273	0.2734779	-0.09940114	0.97518086	0.083569065	-0.20145456
2.5075421198368403e-10	0.8531268	0.46861494	-0.08240103	0.9239791	0.3267538	-0.19545132
2.5800406986821723e-10	0.7467674	0.63633424	-0.04429503	0.82032263	0.5473267	-0.16214912
2.652499497373001e-10	0.6199036	0.7671344	0.012124481	0.6777686	0.7270902	-0.103604235
2.725878892530522e-10	0.48483706	0.85844797	0.084019065	0.5130412	0.8572576	-0.023102684
2.801137727076794e-10	0.35317546	0.91091746	0.168511	0.3437996	0.93518394	0.075217605
2.8791030017992547e-10	0.23533471	0.92751884	0.2625239	0.18655828	0.96363336	0.18649635
2.9602578189503886e-10	0.14006402	0.9129363	0.36247194	0.054935254	0.9496162	0.30518824
3.04258405307027e-10	0.07472014	0.87416184	0.46178365	-0.040243212	0.9041784	0.42257774
3.127355856634243e-10	0.03922855	0.8168984	0.5583836	-0.09926113	0.8369536	0.535952
3.2161192059814274e-10	0.03247445	0.743974	0.6505542	-0.12440751	0.7534935	0.6436384
3.3102560721790956e-10	0.05275207	0.6558901	0.7358855	-0.118710384	0.65595615	0.74369353
3.408104836814607e-10	0.09565172	0.55438995	0.80898225	-0.08741836	0.5469152	0.831061
3.508900625683477e-10	0.15430212	0.43993887	0.8658458	-0.038272265	0.42633602	0.9023066
3.609496694360381e-10	0.21928042	0.31659845	0.9024464	0.01876549	0.29692757	0.9533104
3.7091577759536773e-10	0.28345028	0.18754205	0.91780066	0.07572527	0.15993042	0.9827988
3.809654659681129e-10	0.3435978	0.05433417	0.9117489	0.12825862	0.014781642	0.99013036
3.912254152507074e-10	0.39862186	-0.07916885	0.883599	0.17408918	-0.13669859	0.973537
4.0126333028009133e-10	0.4475036	-0.20071329	0.8358338	0.21196754	-0.28259975	0.93361866
4.1107569643452794e-10	0.4940244	-0.30415547	0.77190477	0.2461813	-0.41683513	0.872749
4.209943862962516e-10	0.5443723	-0.38662496	0.69289273	0.28432432	-0.53753	0.7910958
4.306158598953731e-10	0.60042286	-0.43924028	0.6059219	0.33199513	-0.63370544	0.695257
4.398527917672906e-10	0.66290534	-0.45895147	0.5166459	0.39382374	-0.7002374	0.59109586
4.4896031386769947e-10	0.73201096	-0.44417357	0.4271569	0.473969	-0.7342046	0.48048314
4.5790755545494933e-10	0.8031751	-0.39317995	0.34217048	0.57140976	-0.72954714	0.36839688
4.668638164056445e-10	0.8705497	-0.30469573	0.26465502	0.6829337	-0.6795036	0.2577395
4.756440828850215e-10	0.9237392	-0.18373883	0.20059922	0.79601556	-0.5803149	0.15634546
4.844533594863751e-10	0.9547645	-0.03482283	0.15248732	0.8982527	-0.4287927	0.06803151
4.932550809246212e-10	0.9558548	0.13062018	0.124010555	0.9710892	-0.2301886	3.979206e-05
5.020032911577159e-10	0.9241454	0.29759854	0.11712559	0.9975057	0.00019307435	-0.041028943
5.108391880958237e-10	0.8615147	0.454043	0.13205785	0.9671476	0.24366517	-0.05072945
5.197943048285709e-10	0.7749569	0.5872895	0.16786952	0.87895226	0.47379154	-0.025999177
5.287491920622726e-10	0.67715627	0.6869331	0.22101039	0.7471569	0.66222775	0.0313675
5.377975790863428e-10	0.5797679	0.7508645	0.28763786	0.59321886	0.79504454	0.11624105
5.469700412695986e-10	0.4935912	0.78009963	0.36323342	0.44131187	0.86805874	0.22083174
5.562942466683789e-10	0.42654347	0.77829057	0.44320104	0.3114643	0.88677114	0.33638427
5.658903952353253e-10	0.38277242	0.7496874	0.5239325	0.21522872	0.86135936	0.45587772
5.758439786459794e-10	0.3641206	0.6977083	0.6016129	0.15793525	0.80158716	0.57299423
